title,console,brand,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,eu_sales,pal_sales,other_sales,release_date,decade
Peter Jackson's King Kong: The Official Game of the Movie,XB,Microsoft,Action,Ubisoft,Unknown,,0.53,0.34,0.0,0.17,0.0,0.02,2005,2000
Mystery Dungeon: Shiren the Wanderer,DS,Nintendo,Role-Playing,Sega,Unknown,,0.53,0.18,0.33,0.0,0.0,0.02,2006,2000
Are You Smarter Than A 5th Grader?,DS,Nintendo,Misc,Mindscape,Unknown,,0.53,0.48,0.0,0.0,0.0,0.04,2007,2000
Stuntman: Ignition,PS3,Sony,Racing,THQ,Unknown,,0.53,0.17,0.0,0.26,0.0,0.1,2007,2000
Silent Hill: Origins,PSP,Sony,Action,Konami Digital Entertainment,Unknown,,0.53,0.22,0.04,0.16,0.0,0.1,2007,2000
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,Sony,Shooter,Ubisoft,Unknown,,0.53,0.35,0.0,0.1,0.0,0.08,2007,2000
NASCAR 09,PS2,Sony,Racing,Electronic Arts,Unknown,,0.53,0.26,0.0,0.2,0.0,0.07,2008,2000
Go Diego Go! Safari Rescue,Wii,Nintendo,Action,Take-Two Interactive,Unknown,,0.53,0.48,0.0,0.01,0.0,0.04,2008,2000
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,Nintendo,Action,THQ,Unknown,,0.53,0.49,0.0,0.0,0.0,0.04,2008,2000
We Cheer,Wii,Nintendo,Simulation,505 Games,Unknown,,0.53,0.48,0.0,0.0,0.0,0.04,2008,2000
Jewel Master Egypt,DS,Nintendo,Puzzle,Rondomedia,Unknown,,0.53,0.21,0.0,0.27,0.0,0.05,2009,2000
Picross 3D,DS,Nintendo,Puzzle,Nintendo,Unknown,,0.53,0.3,0.16,0.03,0.0,0.03,2009,2000
SimAnimals,DS,Nintendo,Simulation,Electronic Arts,Unknown,,0.53,0.26,0.0,0.21,0.0,0.06,2009,2000
F1 2009,PSP,Sony,Racing,Codemasters,Unknown,,0.53,0.08,0.0,0.29,0.0,0.16,2009,2000
F.E.A.R. 2: Project Origin,X360,Microsoft,Shooter,Warner Bros. Interactive Entertainment,Unknown,,0.53,0.32,0.0,0.15,0.0,0.05,2009,2000
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,Nintendo,Simulation,Electronic Arts,Unknown,,0.53,0.5,0.0,0.0,0.0,0.03,2010,2010
SingStar Dance,PS3,Sony,Misc,Sony Computer Entertainment,Unknown,,0.53,0.09,0.0,0.32,0.0,0.12,2010,2010
Tactics Ogre: Let Us Cling Together,PSP,Sony,Role-Playing,Square Enix,Unknown,,0.53,0.15,0.27,0.07,0.0,0.05,2010,2010
Alice in Wonderland,Wii,Nintendo,Adventure,Disney Interactive Studios,Unknown,,0.53,0.27,0.0,0.21,0.0,0.05,2010,2010
Tiger Woods PGA Tour 11,X360,Microsoft,Sports,Electronic Arts,Unknown,,0.53,0.28,0.0,0.2,0.0,0.05,2010,2010
Batman: Arkham City,PC,PC,Action,Warner Bros. Interactive Entertainment,Unknown,,0.53,0.16,0.0,0.28,0.0,0.09,2011,2010
Bulletstorm,PS3,Sony,Shooter,Electronic Arts,Unknown,,0.53,0.23,0.01,0.2,0.0,0.08,2011,2010
FIFA 12,PSP,Sony,Sports,Electronic Arts,Unknown,,0.53,0.12,0.02,0.26,0.0,0.14,2011,2010
Sesame Street: Once Upon A Monster,X360,Microsoft,Misc,Warner Bros. Interactive Entertainment,Unknown,,0.53,0.39,0.0,0.1,0.0,0.04,2011,2010
Sonic & All-Stars Racing Transformed,WiiU,Nintendo,Racing,Sega,Unknown,,0.53,0.2,0.02,0.27,0.0,0.05,2012,2010
Dragon's Crown,PS3,Sony,Role-Playing,Nippon Ichi Software,Unknown,,0.53,0.25,0.17,0.07,0.0,0.05,2013,2010
The Walking Dead: Survival Instinct,PS3,Sony,Shooter,Activision,Unknown,,0.53,0.28,0.0,0.17,0.0,0.08,2013,2010
Batman: Arkham Origins Blackgate,PSV,Sony,Action,Warner Bros. Interactive Entertainment,Unknown,,0.53,0.2,0.0,0.2,0.0,0.13,2013,2010
Just Dance 2015,XOne,Microsoft,Misc,Ubisoft,Unknown,,0.53,0.35,0.0,0.13,0.0,0.05,2014,2010
Kirby and the Rainbow Curse,WiiU,Nintendo,Platform,Nintendo,Unknown,,0.53,0.23,0.12,0.14,0.0,0.04,2015,2010
LEGO Jurassic World,WiiU,Nintendo,Action,Warner Bros. Interactive Entertainment,Unknown,,0.53,0.28,0.02,0.19,0.0,0.04,2015,2010
FIFA Soccer 12,PSP,Sony,Sports,EA Sports,EA Canada,,0.53,0.12,0.02,0.0,0.26,0.13,2011,2010
Sonic & Sega All-Stars Racing Transformed,WiiU,Nintendo,Racing,Sega,Sumo Digital,6.9,0.53,0.19,0.02,0.0,0.28,0.04,2012,2010
LEGO The Incredibles,PS4,Sony,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,6.5,0.53,0.18,0.0,0.0,0.27,0.09,2018,2010
F1 2018,PS4,Sony,Racing,Codemasters,Codemasters Birmingham,8.9,0.53,0.05,0.01,0.0,0.39,0.08,2018,2010
Mega Man 6,NES,Nintendo,Platform,Capcom,Unknown,,0.52,0.28,0.16,0.07,0.0,0.01,1993,1990
Rival Schools: United By Fate,PS,Sony,Fighting,Capcom,Unknown,,0.52,0.12,0.28,0.08,0.0,0.03,1998,1990
Seaman,DC,Sega,Simulation,Sega,Unknown,,0.52,0.0,0.52,0.0,0.0,0.0,1999,1990
Front Mission 3,PS,Sony,Strategy,SquareSoft,Unknown,,0.52,0.1,0.31,0.07,0.0,0.03,1999,1990
Mission: Impossible,PS,Sony,Action,Infogrames,Unknown,,0.52,0.29,0.0,0.2,0.0,0.03,1999,1990
Omega Boost,PS,Sony,Shooter,Sony Computer Entertainment,Unknown,,0.52,0.17,0.2,0.11,0.0,0.03,1999,1990
The Grinch,PS,Sony,Adventure,Konami Digital Entertainment,Unknown,,0.52,0.29,0.0,0.2,0.0,0.03,1999,1990
Ready 2 Rumble Boxing: Round 2,PS,Sony,Fighting,Midway Games,Unknown,,0.52,0.29,0.0,0.2,0.0,0.03,2000,2000
Swing Away Golf,PS2,Sony,Sports,Electronic Arts,Unknown,,0.52,0.17,0.18,0.13,0.0,0.04,2000,2000
Final Fantasy Chronicles,PS,Sony,Role-Playing,Square,Unknown,,0.52,0.29,0.0,0.2,0.0,0.03,2001,2000
NBA Live 2002,PS,Sony,Sports,Electronic Arts,Unknown,,0.52,0.29,0.0,0.19,0.0,0.03,2001,2000
Syphon Filter 3,PS,Sony,Shooter,Sony Computer Entertainment,Unknown,,0.52,0.29,0.0,0.2,0.0,0.03,2001,2000
Tony Hawk's Pro Skater 3,GBA,Nintendo,Sports,Activision,Unknown,,0.52,0.37,0.0,0.14,0.0,0.01,2002,2000
Jampack Winter 2002,PS2,Sony,Misc,Sony Computer Entertainment,Unknown,,0.52,0.25,0.0,0.2,0.0,0.07,2002,2000
Metal Gear Solid 2: Substance,PS2,Sony,Action,Konami Digital Entertainment,Unknown,,0.52,0.18,0.16,0.14,0.0,0.05,2002,2000
NCAA Football 2003,XB,Microsoft,Sports,Electronic Arts,Unknown,,0.52,0.39,0.0,0.11,0.0,0.02,2002,2000
NFL 2K3,XB,Microsoft,Sports,Sega,Unknown,,0.52,0.38,0.0,0.11,0.0,0.02,2002,2000
Freedom Fighters,PS2,Sony,Shooter,Electronic Arts,Unknown,,0.52,0.25,0.0,0.2,0.0,0.07,2003,2000
J-League Pro Soccer Club o Tsukurou! 3,PS2,Sony,Sports,Sega,Unknown,,0.52,0.0,0.52,0.0,0.0,0.0,2003,2000
Harry Potter and the Prisoner of Azkaban,GBA,Nintendo,Action,Electronic Arts,Unknown,,0.52,0.37,0.0,0.14,0.0,0.01,2004,2000
Mario Tennis: Power Tour,GBA,Nintendo,Sports,Nintendo,Unknown,,0.52,0.24,0.19,0.09,0.0,0.01,2005,2000
That's So Raven 2: Supernatural Style,GBA,Nintendo,Adventure,Disney Interactive Studios,Unknown,,0.52,0.37,0.0,0.14,0.0,0.01,2005,2000
SSX On Tour,PS2,Sony,Sports,Electronic Arts,Unknown,,0.52,0.25,0.0,0.2,0.0,0.07,2005,2000
The Punisher,PS2,Sony,Action,THQ,Unknown,,0.52,0.25,0.0,0.2,0.0,0.07,2005,2000
We Love Katamari,PS2,Sony,Puzzle,Electronic Arts,Unknown,,0.52,0.26,0.0,0.2,0.0,0.07,2005,2000
Gun,XB,Microsoft,Shooter,Activision,Unknown,,0.52,0.38,0.0,0.12,0.0,0.02,2005,2000
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,Nintendo,Misc,Nintendo,Unknown,,0.52,0.0,0.52,0.0,0.0,0.0,2006,2000
The Sims 2: Open for Business,PC,PC,Simulation,Electronic Arts,Unknown,,0.52,0.46,0.0,0.05,0.0,0.0,2006,2000
Tales of Destiny,PS2,Sony,Role-Playing,Namco Bandai Games,Unknown,,0.52,0.0,0.52,0.0,0.0,0.0,2006,2000
Tomb Raider: Legend,PS2,Sony,Action,Eidos Interactive,Unknown,,0.52,0.25,0.02,0.19,0.0,0.06,2006,2000
Madden NFL 07,PS3,Sony,Sports,Electronic Arts,Unknown,,0.52,0.47,0.01,0.0,0.0,0.04,2006,2000
Fight Night Round 3,PSP,Sony,Fighting,Electronic Arts,Unknown,,0.52,0.46,0.0,0.02,0.0,0.05,2006,2000
GT Pro Series,Wii,Nintendo,Racing,Ubisoft,Unknown,,0.52,0.46,0.02,0.01,0.0,0.04,2006,2000
Petz: Hamsterz Life 2,DS,Nintendo,Misc,Ubisoft,Unknown,,0.52,0.48,0.0,0.0,0.0,0.04,2007,2000
The Golden Compass,PS2,Sony,Action,Sega,Unknown,,0.52,0.13,0.0,0.0,0.0,0.39,2007,2000
Lair,PS3,Sony,Action,Sony Computer Entertainment,Unknown,,0.52,0.36,0.08,0.04,0.0,0.04,2007,2000
Ratatouille,PS3,Sony,Action,THQ,Unknown,,0.52,0.09,0.0,0.32,0.0,0.11,2007,2000
Ratatouille,Wii,Nintendo,Action,THQ,Unknown,,0.52,0.44,0.0,0.04,0.0,0.04,2007,2000
NBA Live 08,X360,Microsoft,Sports,Electronic Arts,Unknown,,0.52,0.47,0.0,0.0,0.0,0.04,2007,2000
Guinness World Records: The Videogame,DS,Nintendo,Action,Warner Bros. Interactive Entertainment,Unknown,,0.52,0.47,0.0,0.01,0.0,0.04,2008,2000
Iron Man,DS,Nintendo,Action,Sega,Unknown,,0.52,0.35,0.0,0.12,0.0,0.05,2008,2000
Spectrobes: Beyond the Portals,DS,Nintendo,Role-Playing,Disney Interactive Studios,Unknown,,0.52,0.37,0.0,0.11,0.0,0.04,2008,2000
Kung Fu Panda,PS3,Sony,Action,Activision,Unknown,,0.52,0.21,0.0,0.21,0.0,0.09,2008,2000
NBA Live 09,PS3,Sony,Sports,Electronic Arts,Unknown,,0.52,0.46,0.02,0.0,0.0,0.04,2008,2000
Way of the Samurai 3,PS3,Sony,Action,Gamebridge,Unknown,,0.52,0.18,0.22,0.08,0.0,0.04,2008,2000
Bully: Scholarship Edition,Wii,Nintendo,Action,Take-Two Interactive,Unknown,,0.52,0.17,0.0,0.29,0.0,0.06,2008,2000
Classic Word Games,DS,Nintendo,Misc,Ubisoft,Unknown,,0.52,0.09,0.0,0.37,0.0,0.07,2009,2000
Star Wars Battlefront: Elite Squadron,DS,Nintendo,Shooter,LucasArts,Unknown,,0.52,0.44,0.0,0.04,0.0,0.04,2009,2000
Naruto Shippuden: Clash of Ninja Revolution 3,Wii,Nintendo,Fighting,Nintendo,Unknown,,0.52,0.45,0.0,0.04,0.0,0.04,2009,2000
IL-2 Sturmovik: Birds of Prey,X360,Microsoft,Simulation,505 Games,Unknown,,0.52,0.23,0.0,0.24,0.0,0.05,2009,2000
Cars Toon: Mater's Tall Tales,Wii,Nintendo,Misc,Disney Interactive Studios,Unknown,,0.52,0.46,0.0,0.02,0.0,0.03,2010,2010
DC Universe Online,PS3,Sony,Role-Playing,Sony Online Entertainment,Unknown,,0.52,0.35,0.0,0.12,0.0,0.06,2011,2010
PlayStation All-Stars Battle Royale,PSV,Sony,Action,Sony Computer Entertainment,Unknown,,0.52,0.26,0.01,0.15,0.0,0.1,2012,2010
Final Fantasy Explorers,3DS,Nintendo,Role-Playing,Square Enix,Unknown,,0.52,0.15,0.28,0.07,0.0,0.02,2014,2010
The Magical Quest starring Mickey Mouse (weekly jp sales),SNES,Nintendo,Platform,Capcom,Capcom,,0.52,0.0,0.52,0.0,0.0,0.0,1992,1990
Disney Epic Mickey 2: The Power of Two,X360,Microsoft,Platform,Disney Interactive Studios,Junction Point Studios,,0.52,0.32,0.0,0.0,0.15,0.05,2012,2010
Wrecking Crew,NES,Nintendo,Platform,Nintendo,Unknown,,0.51,0.0,0.51,0.0,0.0,0.0,1985,1980
River Raid II,2600,Atari,Shooter,Activision,Unknown,,0.51,0.47,0.0,0.03,0.0,0.01,1988,1980
Dai-4-Ji Super Robot Taisen S,PS,Sony,Strategy,Banpresto,Unknown,,0.51,0.0,0.48,0.0,0.0,0.03,1996,1990
International Track & Field,PS,Sony,Sports,Konami Digital Entertainment,Unknown,,0.51,0.08,0.35,0.05,0.0,0.03,1996,1990
NHL FaceOff 98,PS,Sony,Sports,Sony Computer Entertainment,Unknown,,0.51,0.28,0.0,0.19,0.0,0.03,1997,1990
Virtual Pool,PS,Sony,Sports,Interplay,Unknown,,0.51,0.28,0.0,0.19,0.0,0.03,1997,1990
International Superstar Soccer 2000 (All region sales),N64,Nintendo,Sports,Konami Digital Entertainment,Unknown,,0.51,0.01,0.22,0.26,0.0,0.02,1999,1990
Rugrats: Scavenger Hunt,N64,Nintendo,Misc,THQ,Unknown,,0.51,0.41,0.0,0.09,0.0,0.01,1999,1990
Summoner,PS2,Sony,Role-Playing,THQ,Unknown,,0.51,0.25,0.0,0.2,0.0,0.07,2000,2000
Final Fantasy,WS,Bandai,Role-Playing,SquareSoft,Unknown,,0.51,0.0,0.51,0.0,0.0,0.0,2000,2000
Pac-Man Fever,PS2,Sony,Misc,Sony Computer Entertainment,Unknown,,0.51,0.25,0.0,0.2,0.0,0.07,2001,2000
Disney's Kim Possible: Revenge of Monkey Fist,GBA,Nintendo,Platform,THQ,Unknown,,0.51,0.37,0.0,0.14,0.0,0.01,2002,2000
HSX HyperSonic.Xtreme,PS2,Sony,Racing,Midas Interactive Entertainment,Unknown,,0.51,0.25,0.0,0.2,0.0,0.07,2002,2000
Monopoly Party,PS2,Sony,Misc,Infogrames,Unknown,,0.51,0.25,0.0,0.19,0.0,0.06,2002,2000
Way of the Samurai,PS2,Sony,Action,Eidos Interactive,Unknown,,0.51,0.13,0.25,0.1,0.0,0.03,2002,2000
Madden NFL 2004,GC,Nintendo,Sports,Electronic Arts,Unknown,,0.51,0.4,0.0,0.1,0.0,0.01,2003,2000
Jikkyou Powerful Pro Yakyuu 10,PS2,Sony,Sports,Konami Digital Entertainment,Unknown,,0.51,0.0,0.51,0.0,0.0,0.0,2003,2000
NBA Live 2004,XB,Microsoft,Sports,Electronic Arts,Unknown,,0.51,0.44,0.0,0.04,0.0,0.02,2003,2000
Dragon Ball Z: Supersonic Warriors,GBA,Nintendo,Fighting,Atari,Unknown,,0.51,0.36,0.0,0.13,0.0,0.01,2004,2000
Silent Hill 4: The Room,PS2,Sony,Action,Konami Digital Entertainment,Unknown,,0.51,0.25,0.0,0.19,0.0,0.06,2004,2000
Dynasty Warriors,PSP,Sony,Action,Tecmo Koei,Unknown,,0.51,0.18,0.3,0.01,0.0,0.02,2004,2000
NBA Ballers,XB,Microsoft,Sports,Midway Games,Unknown,,0.51,0.37,0.0,0.11,0.0,0.02,2004,2000
World Championship Poker,XB,Microsoft,Misc,Crave Entertainment,Unknown,,0.51,0.37,0.0,0.11,0.0,0.02,2004,2000
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,Nintendo,Misc,THQ,Unknown,,0.51,0.37,0.0,0.14,0.0,0.01,2005,2000
Capcom Classics Collection,PS2,Sony,Misc,Capcom,Unknown,,0.51,0.22,0.05,0.17,0.0,0.06,2005,2000
Ace Combat Zero: The Belkan War,PS2,Sony,Simulation,Namco Bandai Games,Unknown,,0.51,0.15,0.2,0.12,0.0,0.04,2006,2000
NHL 07,PS2,Sony,Sports,Electronic Arts,Unknown,,0.51,0.42,0.0,0.02,0.0,0.07,2006,2000
NBA Live 07,PSP,Sony,Sports,Electronic Arts,Unknown,,0.51,0.47,0.0,0.0,0.0,0.04,2006,2000
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,Nintendo,Platform,THQ,Unknown,,0.51,0.45,0.0,0.02,0.0,0.04,2006,2000
Burnout Revenge,X360,Microsoft,Racing,Electronic Arts,Unknown,,0.51,0.42,0.0,0.05,0.0,0.04,2006,2000
WWE SmackDown vs. RAW 2007,X360,Microsoft,Fighting,THQ,Unknown,,0.51,0.44,0.0,0.03,0.0,0.04,2006,2000
Paws & Claws: Dogs & Cats Best Friends,DS,Nintendo,Simulation,THQ,Unknown,,0.51,0.46,0.0,0.01,0.0,0.04,2007,2000
Picross DS,DS,Nintendo,Puzzle,Nintendo,Unknown,,0.51,0.17,0.3,0.02,0.0,0.02,2007,2000
The BIGS,PS2,Sony,Sports,Take-Two Interactive,Unknown,,0.51,0.25,0.0,0.19,0.0,0.06,2007,2000
Final Fantasy II Anniversary Edition,PSP,Sony,Role-Playing,Square Enix,Unknown,,0.51,0.36,0.07,0.03,0.0,0.04,2007,2000
Test Drive Unlimited,PSP,Sony,Racing,Atari,Unknown,,0.51,0.08,0.0,0.28,0.0,0.15,2007,2000
Fire Emblem: Radiant Dawn,Wii,Nintendo,Strategy,Nintendo,Unknown,,0.51,0.28,0.17,0.03,0.0,0.03,2007,2000
My Word Coach,Wii,Nintendo,Misc,Ubisoft,Unknown,,0.51,0.46,0.0,0.02,0.0,0.04,2007,2000
Jam With the Band,DS,Nintendo,Misc,Nintendo,Unknown,,0.51,0.0,0.51,0.0,0.0,0.0,2008,2000
Euro Truck Simulator,PC,PC,Simulation,Rondomedia,Unknown,,0.51,0.0,0.0,0.42,0.0,0.09,2008,2000
Disgaea 3: Absence of Justice,PS3,Sony,Role-Playing,Square Enix,Unknown,,0.51,0.32,0.11,0.04,0.0,0.04,2008,2000
Lost: Via Domus,PS3,Sony,Action,Ubisoft,Unknown,,0.51,0.19,0.0,0.23,0.0,0.09,2008,2000
Sega Bass Fishing,Wii,Nintendo,Sports,Sega,Unknown,,0.51,0.46,0.0,0.01,0.0,0.04,2008,2000
100 All-Time Favorites,DS,Nintendo,Puzzle,Ubisoft,Unknown,,0.51,0.35,0.0,0.12,0.0,0.04,2009,2000
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,Nintendo,Adventure,GSP,Unknown,,0.51,0.12,0.0,0.33,0.0,0.06,2009,2000
Monsters vs. Aliens,DS,Nintendo,Action,Activision,Unknown,,0.51,0.33,0.0,0.13,0.0,0.05,2009,2000
Dragon Age: Origins,PC,PC,Role-Playing,Electronic Arts,Unknown,,0.51,0.0,0.0,0.46,0.0,0.06,2009,2000
Harry Potter and the Half-Blood Prince,PSP,Sony,Action,Electronic Arts,Unknown,,0.51,0.18,0.0,0.21,0.0,0.12,2009,2000
SoulCalibur: Broken Destiny,PSP,Sony,Fighting,Namco Bandai Games,Unknown,,0.51,0.12,0.07,0.2,0.0,0.12,2009,2000
Pro Evolution Soccer 2010,Wii,Nintendo,Sports,Konami Digital Entertainment,Unknown,,0.51,0.12,0.06,0.27,0.0,0.05,2009,2000
Dragon Ball: Raging Blast,X360,Microsoft,Fighting,Namco Bandai Games,Unknown,,0.51,0.36,0.02,0.09,0.0,0.04,2009,2000
The Saboteur,X360,Microsoft,Action,Electronic Arts,Unknown,,0.51,0.26,0.0,0.21,0.0,0.05,2009,2000
Prince of Persia Trilogy,PS3,Sony,Action,Ubisoft,Unknown,,0.51,0.17,0.0,0.25,0.0,0.09,2010,2010
R.U.S.E.,PS3,Sony,Strategy,Ubisoft,Unknown,,0.51,0.18,0.02,0.22,0.0,0.09,2010,2010
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,Sony,Shooter,Activision,Unknown,,0.51,0.24,0.0,0.19,0.0,0.08,2010,2010
The 3rd Birthday,PSP,Sony,Role-Playing,Square Enix,Unknown,,0.51,0.13,0.27,0.07,0.0,0.05,2010,2010
NBA 2K11,Wii,Nintendo,Action,Take-Two Interactive,Unknown,,0.51,0.47,0.0,0.01,0.0,0.03,2010,2010
Major League Baseball 2K10,X360,Microsoft,Sports,Take-Two Interactive,Unknown,,0.51,0.47,0.0,0.0,0.0,0.04,2010,2010
Goldeneye 007: Reloaded,X360,Microsoft,Shooter,Activision,Unknown,,0.51,0.25,0.0,0.21,0.0,0.05,2011,2010
Dishonored,PC,PC,Action,Bethesda Softworks,Unknown,,0.51,0.26,0.0,0.19,0.0,0.06,2012,2010
Tiger Woods PGA Tour 13,X360,Microsoft,Sports,Electronic Arts,Unknown,,0.51,0.29,0.0,0.18,0.0,0.04,2012,2010
Naruto Shippuden: Ultimate Ninja Storm 3,X360,Microsoft,Fighting,Namco Bandai Games,Unknown,,0.51,0.29,0.01,0.17,0.0,0.04,2013,2010
Wolfenstein: The New Order,PS3,Sony,Shooter,Bethesda Softworks,Unknown,,0.51,0.14,0.02,0.25,0.0,0.09,2014,2010
Lords of the Fallen,PS4,Sony,Role-Playing,Square Enix,Unknown,,0.51,0.17,0.02,0.23,0.0,0.09,2014,2010
The LEGO Movie Videogame,XOne,Microsoft,Action,Warner Bros. Interactive Entertainment,Unknown,,0.51,0.34,0.0,0.13,0.0,0.04,2014,2010
StarCraft II: Legacy of the Void,PC,PC,Strategy,Activision,Unknown,,0.51,0.18,0.0,0.29,0.0,0.04,2015,2010
Rory McIlroy PGA Tour,PS4,Sony,Action,Electronic Arts,Unknown,,0.51,0.18,0.0,0.24,0.0,0.08,2015,2010
LEGO Dimensions,WiiU,Nintendo,Action,Warner Bros. Interactive Entertainment,Unknown,,0.51,0.3,0.0,0.16,0.0,0.05,2015,2010
Guitar Hero Live,XOne,Microsoft,Misc,Activision,Unknown,,0.51,0.29,0.0,0.17,0.0,0.05,2015,2010
Quantum Break,XOne,Microsoft,Action,Microsoft Game Studios,Unknown,,0.51,0.27,0.01,0.19,0.0,0.04,2016,2010
Fishing Derby,2600,Atari,Sports,Activision,Activision,,0.51,0.48,0.0,0.0,0.03,0.01,1980,1980
Naruto Shippuden: Clash of Ninja Revolution III,Wii,Nintendo,Fighting,Takara Tomy,8ing/Raizing,,0.51,0.44,0.0,0.0,0.04,0.04,2009,2000
Halo Wars 2,XOne,Microsoft,Strategy,Microsoft Studios,Creative Assembly,7.0,0.51,0.31,0.0,0.0,0.15,0.05,2017,2010
Mario & Luigi Superstar Saga + Bowser's Minions,3DS,Nintendo,Role-Playing,Nintendo,AlphaDream Corporation,,0.51,0.2,0.08,0.0,0.2,0.04,2017,2010
Fire Emblem Warriors,NS,Nintendo,Action,Nintendo,Omega Force,7.3,0.51,0.22,0.1,0.0,0.14,0.04,2017,2010
Yokai Watch Busters 2: Hihou Densetsu Banbarayaa - Magnum / Sword,3DS,Nintendo,Role-Playing,Level 5,Level 5,,0.51,0.0,0.51,0.0,0.0,0.0,2017,2010
Hitman 2,PS4,Sony,Action-Adventure,Warner Bros. Interactive Entertainment,IO Interactive,,0.51,0.19,0.02,0.0,0.22,0.08,2018,2010
Raiders of the Lost Ark,2600,Atari,Action,Atari,Unknown,,0.5,0.46,0.0,0.03,0.0,0.01,1981,1980
Chopper Command,2600,Atari,Shooter,Activision,Unknown,,0.5,0.47,0.0,0.03,0.0,0.01,1982,1980
Gauntlet,2600,Atari,Action,Answer Software,Unknown,,0.5,0.46,0.0,0.03,0.0,0.01,1982,1980
RealSports Tennis,2600,Atari,Sports,Atari,Unknown,,0.5,0.46,0.0,0.03,0.0,0.01,1982,1980
Midnight Magic,2600,Atari,Action,Atari,Unknown,,0.5,0.47,0.0,0.03,0.0,0.01,1983,1980
Bases Loaded '96: Double Header,PS,Sony,Sports,Jaleco,Unknown,,0.5,0.28,0.0,0.19,0.0,0.03,1995,1990
PoPoLoCrois Monogatari,PS,Sony,Role-Playing,Sony Computer Entertainment,Unknown,,0.5,0.0,0.46,0.0,0.0,0.03,1996,1990
Super Famista 5,SNES,Nintendo,Sports,Namco Bandai Games,Unknown,,0.5,0.0,0.5,0.0,0.0,0.0,1996,1990
RPG Maker,PS,Sony,Role-Playing,ASCII Entertainment,Unknown,,0.5,0.11,0.29,0.07,0.0,0.03,1997,1990
Rugrats in Paris: The Movie,N64,Nintendo,Action,THQ,Unknown,,0.5,0.4,0.0,0.09,0.0,0.01,2000,2000
Rayman Advance,GBA,Nintendo,Platform,Ubisoft,Unknown,,0.5,0.36,0.0,0.13,0.0,0.01,2001,2000
Tactics Ogre: The Knight of Lodis,GBA,Nintendo,Role-Playing,Nintendo,Unknown,,0.5,0.13,0.31,0.05,0.0,0.01,2001,2000
Blue's Clues: Blue's Big Musical,PS,Sony,Misc,THQ,Unknown,,0.5,0.28,0.0,0.19,0.0,0.03,2001,2000
The Mummy Returns,PS2,Sony,Action,Universal Interactive,Unknown,,0.5,0.25,0.0,0.19,0.0,0.06,2001,2000
Activision Anthology,PS2,Sony,Misc,Activision,Unknown,,0.5,0.25,0.0,0.19,0.0,0.06,2002,2000
Men in Black II: Alien Escape,PS2,Sony,Shooter,Infogrames,Unknown,,0.5,0.24,0.0,0.19,0.0,0.06,2002,2000
Star Wars: Clone Wars,PS2,Sony,Shooter,LucasArts,Unknown,,0.5,0.24,0.0,0.19,0.0,0.06,2002,2000
Star Wars: Jedi Starfighter,PS2,Sony,Simulation,Activision,Unknown,,0.5,0.24,0.0,0.19,0.0,0.06,2002,2000
Looney Tunes: Back in Action,PS2,Sony,Platform,Warner Bros. Interactive Entertainment,Unknown,,0.5,0.25,0.0,0.19,0.0,0.06,2003,2000
SplashDown: Rides Gone Wild,PS2,Sony,Racing,THQ,Unknown,,0.5,0.24,0.0,0.19,0.0,0.06,2003,2000
Midnight Club II,XB,Microsoft,Racing,Take-Two Interactive,Unknown,,0.5,0.42,0.0,0.06,0.0,0.02,2003,2000
Spider-Man 2,DS,Nintendo,Action,Activision,Unknown,,0.5,0.41,0.03,0.02,0.0,0.04,2004,2000
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,Nintendo,Action,THQ,Unknown,,0.5,0.36,0.0,0.13,0.0,0.01,2004,2000
Tony Hawk's Underground 2,GC,Nintendo,Sports,Activision,Unknown,,0.5,0.38,0.0,0.1,0.0,0.01,2004,2000
Monster Hunter,PS2,Sony,Role-Playing,Capcom,Unknown,,0.5,0.11,0.28,0.08,0.0,0.03,2004,2000
Super Robot Taisen MX,PS2,Sony,Strategy,Banpresto,Unknown,,0.5,0.0,0.5,0.0,0.0,0.0,2004,2000
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,Sony,Action,THQ,Unknown,,0.5,0.24,0.0,0.19,0.0,0.06,2004,2000
Dead or Alive Ultimate,XB,Microsoft,Fighting,Tecmo Koei,Unknown,,0.5,0.3,0.08,0.1,0.0,0.02,2004,2000
Dragon Ball Z: Supersonic Warriors 2,DS,Nintendo,Fighting,Atari,Unknown,,0.5,0.14,0.32,0.02,0.0,0.02,2005,2000
Fantastic 4,PS2,Sony,Action,Activision,Unknown,,0.5,0.41,0.0,0.01,0.0,0.07,2005,2000
Shrek SuperSlam,PS2,Sony,Action,Activision,Unknown,,0.5,0.24,0.0,0.19,0.0,0.06,2005,2000
