title,console,brand,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,eu_sales,pal_sales,other_sales,release_date,decade
Brigandine: The Legend of Forsena,PS,Sony,Strategy,Atlus,Unknown,,0.09,0.05,0.0,0.03,0.0,0.01,1998,1990
Hello Kitty's Cube Frenzy,PS,Sony,Puzzle,Culture Publishers,Unknown,,0.09,0.05,0.0,0.03,0.0,0.01,1998,1990
Invasion From Beyond,PS,Sony,Shooter,GT Interactive,Unknown,,0.09,0.05,0.0,0.03,0.0,0.01,1998,1990
Neo Atlas,PS,Sony,Strategy,ArtDink,Unknown,,0.09,0.0,0.09,0.0,0.0,0.01,1998,1990
Populous: The Beginning,PS,Sony,Strategy,Electronic Arts,Unknown,,0.09,0.05,0.0,0.04,0.0,0.01,1998,1990
Theme Hospital,PS,Sony,Strategy,Electronic Arts,Unknown,,0.09,0.03,0.03,0.02,0.0,0.01,1998,1990
Langrisser V: The End of Legend,SAT,Sega,Strategy,NCS,Unknown,,0.09,0.0,0.09,0.0,0.0,0.0,1998,1990
Pro Yakyuu Greatest Nine 98,SAT,Sega,Sports,Sega,Unknown,,0.09,0.0,0.09,0.0,0.0,0.0,1998,1990
Sound Novel Machi,SAT,Sega,Adventure,ChunSoft,Unknown,,0.09,0.0,0.09,0.0,0.0,0.0,1998,1990
World Cup '98 France: Road to Win,SAT,Sega,Sports,Sega,Unknown,,0.09,0.0,0.09,0.0,0.0,0.0,1998,1990
Sega Bass Fishing,DC,Sega,Sports,Sega,Unknown,,0.09,0.0,0.09,0.0,0.0,0.0,1999,1990
Derby Stallion,SAT,Sega,Sports,ASCII Entertainment,Unknown,,0.09,0.0,0.09,0.0,0.0,0.0,1999,1990
Skies of Arcadia,DC,Sega,Role-Playing,Sega,Unknown,,0.09,0.0,0.09,0.0,0.0,0.0,2000,2000
Batman Beyond: Return of the Joker,N64,Nintendo,Action,Ubisoft,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2000,2000
Disney's Aladdin in Nasira's Revenge,PS,Sony,Action,Sony Computer Entertainment,Unknown,,0.09,0.05,0.0,0.04,0.0,0.01,2000,2000
Dragon Tales: Dragon Seek,PS,Sony,Platform,Ubisoft,Unknown,,0.09,0.05,0.0,0.03,0.0,0.01,2000,2000
Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,PS,Sony,Sports,Konami Digital Entertainment,Unknown,,0.09,0.0,0.08,0.0,0.0,0.01,2000,2000
Rollcage Stage II,PS,Sony,Racing,Sony Computer Entertainment,Unknown,,0.09,0.05,0.0,0.03,0.0,0.01,2000,2000
Walt Disney's The Jungle Book: Rhythm N'Groove,PS,Sony,Misc,Sony Computer Entertainment,Unknown,,0.09,0.05,0.0,0.03,0.0,0.01,2000,2000
Blood: The Last Vampire (Joukan),PS2,Sony,Adventure,Sony Computer Entertainment,Unknown,,0.09,0.0,0.09,0.0,0.0,0.0,2000,2000
ESPN NBA 2Night,PS2,Sony,Sports,Konami Digital Entertainment,Unknown,,0.09,0.05,0.0,0.04,0.0,0.01,2000,2000
FIFA 2001: Major League Soccer,PS2,Sony,Sports,Electronic Arts,Unknown,,0.09,0.0,0.09,0.0,0.0,0.0,2000,2000
Seven: Molmorth no Kiheitai,PS2,Sony,Action,Namco Bandai Games,Unknown,,0.09,0.0,0.09,0.0,0.0,0.0,2000,2000
Sidewinder Max,PS2,Sony,Simulation,Asmik Ace Entertainment,Unknown,,0.09,0.0,0.09,0.0,0.0,0.0,2000,2000
ChuChu Rocket!,GBA,Nintendo,Strategy,Atari,Unknown,,0.09,0.06,0.0,0.02,0.0,0.0,2001,2000
Chess,PS,Sony,Strategy,Success,Unknown,,0.09,0.05,0.0,0.04,0.0,0.01,2001,2000
Metal Slug X,PS,Sony,Shooter,Virgin Interactive,Unknown,,0.09,0.05,0.0,0.03,0.0,0.01,2001,2000
Shin Megami Tensei,PS,Sony,Role-Playing,Atlus,Unknown,,0.09,0.0,0.09,0.0,0.0,0.01,2001,2000
The Weakest Link,PS,Sony,Misc,Activision,Unknown,,0.09,0.05,0.0,0.03,0.0,0.01,2001,2000
World Stadium 5,PS,Sony,Sports,Namco Bandai Games,Unknown,,0.09,0.0,0.09,0.0,0.0,0.01,2001,2000
Dark Angel: Vampire Apocalypse,PS2,Sony,Role-Playing,Metro 3D,Unknown,,0.09,0.04,0.0,0.03,0.0,0.01,2001,2000
Forever Kingdom,PS2,Sony,Role-Playing,From Software,Unknown,,0.09,0.02,0.04,0.02,0.0,0.01,2001,2000
Lilie no Atelier: Salburg no Renkinjutsushi 3,PS2,Sony,Role-Playing,Gust,Unknown,,0.09,0.0,0.09,0.0,0.0,0.0,2001,2000
MetropolisMania,PS2,Sony,Strategy,Natsume,Unknown,,0.09,0.04,0.0,0.03,0.0,0.01,2001,2000
Project Eden,PS2,Sony,Action,Eidos Interactive,Unknown,,0.09,0.04,0.0,0.03,0.0,0.01,2001,2000
Wizardry: Tale of the Forsaken Land,PS2,Sony,Role-Playing,Ubisoft,Unknown,,0.09,0.04,0.0,0.03,0.0,0.01,2001,2000
Altered Beast: Guardian of the Realms,GBA,Nintendo,Action,THQ,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2002,2000
Bomberman Max 2: Blue Advance,GBA,Nintendo,Puzzle,Vivendi Games,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2002,2000
Cabela's Big Game Hunter,GBA,Nintendo,Sports,Activision Value,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2002,2000
The Revenge of Shinobi,GBA,Nintendo,Platform,Atari,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2002,2000
Top Gun: Firestorm Advance,GBA,Nintendo,Shooter,Titus,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2002,2000
Freekstyle,GC,Nintendo,Racing,Electronic Arts,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2002,2000
Jimmy Neutron: Boy Genius,GC,Nintendo,Platform,THQ,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2002,2000
MX SuperFly featuring Ricky Carmichael,GC,Nintendo,Racing,THQ,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2002,2000
Mystic Heroes,GC,Nintendo,Action,Tecmo Koei,Unknown,,0.09,0.03,0.04,0.01,0.0,0.0,2002,2000
NASCAR: Dirt to Daytona,GC,Nintendo,Racing,Infogrames,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2002,2000
NFL Blitz 20-02,GC,Nintendo,Sports,Midway Games,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2002,2000
Rocky,GC,Nintendo,Fighting,Rage Software,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2002,2000
Age of Mythology,PC,PC,Strategy,Microsoft Game Studios,Unknown,,0.09,0.02,0.0,0.06,0.0,0.01,2002,2000
Captain Tsubasa: Aratanaru Densetsu Joshou,PS,Sony,Sports,Konami Digital Entertainment,Unknown,,0.09,0.0,0.08,0.0,0.0,0.01,2002,2000
Island Xtreme Stunts,PS2,Sony,Action,Electronic Arts,Unknown,,0.09,0.04,0.0,0.03,0.0,0.01,2002,2000
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,PS2,Sony,Sports,Konami Digital Entertainment,Unknown,,0.09,0.0,0.09,0.0,0.0,0.0,2002,2000
Million God,PS2,Sony,Misc,Nippon Amuse,Unknown,,0.09,0.0,0.09,0.0,0.0,0.0,2002,2000
Road Trip,PS2,Sony,Racing,Play It,Unknown,,0.09,0.04,0.0,0.03,0.0,0.01,2002,2000
Savage Skies,PS2,Sony,Shooter,Big Ben Interactive,Unknown,,0.09,0.04,0.0,0.03,0.0,0.01,2002,2000
Shox,PS2,Sony,Racing,Electronic Arts,Unknown,,0.09,0.05,0.0,0.04,0.0,0.01,2002,2000
Crimson Sea,XB,Microsoft,Action,Tecmo Koei,Unknown,,0.09,0.04,0.04,0.01,0.0,0.0,2002,2000
Defender,XB,Microsoft,Misc,Midway Games,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2002,2000
MotoGP,XB,Microsoft,Racing,THQ,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2002,2000
New Legends,XB,Microsoft,Action,THQ,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2002,2000
NFL Blitz 20-02,XB,Microsoft,Sports,Midway Games,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2002,2000
Transworld Snowboarding,XB,Microsoft,Sports,Atari,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2002,2000
Whacked!,XB,Microsoft,Misc,Microsoft Game Studios,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2002,2000
Astro Boy: Omega Factor,GBA,Nintendo,Action,THQ,Unknown,,0.09,0.06,0.0,0.02,0.0,0.0,2003,2000
Bionicle,GBA,Nintendo,Action,THQ,Unknown,,0.09,0.06,0.0,0.02,0.0,0.0,2003,2000
Top Gear Rally,GBA,Nintendo,Racing,Kemco,Unknown,,0.09,0.06,0.0,0.02,0.0,0.0,2003,2000
Ikaruga,GC,Nintendo,Shooter,Atari,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2003,2000
I-Ninja,GC,Nintendo,Platform,Namco Bandai Games,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2003,2000
XIII,GC,Nintendo,Shooter,Ubisoft,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2003,2000
Agassi Tennis Generation,PS2,Sony,Sports,DreamCatcher Interactive,Unknown,,0.09,0.04,0.0,0.03,0.0,0.01,2003,2000
Bloody Roar 4,PS2,Sony,Fighting,Konami Digital Entertainment,Unknown,,0.09,0.05,0.0,0.04,0.0,0.01,2003,2000
Freestyle Metal X,PS2,Sony,Racing,Midway Games,Unknown,,0.09,0.04,0.0,0.03,0.0,0.01,2003,2000
Ghosthunter,PS2,Sony,Action,Sony Computer Entertainment,Unknown,,0.09,0.04,0.0,0.03,0.0,0.01,2003,2000
Ribbit King,PS2,Sony,Sports,Atari,Unknown,,0.09,0.05,0.0,0.04,0.0,0.01,2003,2000
Speed Kings,PS2,Sony,Racing,Acclaim Entertainment,Unknown,,0.09,0.05,0.0,0.04,0.0,0.01,2003,2000
Wild ARMs: Alter Code F,PS2,Sony,Role-Playing,Sony Computer Entertainment,Unknown,,0.09,0.05,0.0,0.04,0.0,0.01,2003,2000
Winning Post 6,PS2,Sony,Sports,Tecmo Koei,Unknown,,0.09,0.0,0.09,0.0,0.0,0.0,2003,2000
Disney's The Haunted Mansion,XB,Microsoft,Platform,Take-Two Interactive,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2003,2000
MLB SlugFest 20-04,XB,Microsoft,Sports,Midway Games,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2003,2000
R: Racing Evolution,XB,Microsoft,Racing,Namco Bandai Games,Unknown,,0.09,0.06,0.0,0.02,0.0,0.0,2003,2000
Puyo Pop Fever (JP sales),DS,Nintendo,Puzzle,Ignition Entertainment,Unknown,,0.09,0.0,0.09,0.0,0.0,0.0,2004,2000
Famicom Mini: Makaimura,GBA,Nintendo,Platform,Capcom,Unknown,,0.09,0.0,0.08,0.0,0.0,0.0,2004,2000
Alien Hominid,GC,Nintendo,Shooter,O3 Entertainment,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2004,2000
Counter-Strike: Source,PC,PC,Shooter,Vivendi Games,Unknown,,0.09,0.0,0.0,0.07,0.0,0.02,2004,2000
Astro Boy,PS2,Sony,Action,Sega,Unknown,,0.09,0.04,0.0,0.03,0.0,0.01,2004,2000
Digimon Rumble Arena 2,PS2,Sony,Fighting,Atari,Unknown,,0.09,0.05,0.0,0.04,0.0,0.01,2004,2000
Gradius V,PS2,Sony,Shooter,Konami Digital Entertainment,Unknown,,0.09,0.05,0.0,0.04,0.0,0.01,2004,2000
Scaler,PS2,Sony,Platform,Take-Two Interactive,Unknown,,0.09,0.05,0.0,0.04,0.0,0.01,2004,2000
Shining Tears,PS2,Sony,Role-Playing,Sega,Unknown,,0.09,0.05,0.0,0.04,0.0,0.01,2004,2000
Crash 'N' Burn,XB,Microsoft,Racing,Eidos Interactive,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2004,2000
Ford Racing 3,XB,Microsoft,Racing,Take-Two Interactive,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2004,2000
Forgotten Realms: Demon Stone,XB,Microsoft,Action,Atari,Unknown,,0.09,0.06,0.0,0.02,0.0,0.0,2004,2000
Karaoke Revolution,XB,Microsoft,Misc,Konami Digital Entertainment,Unknown,,0.09,0.06,0.0,0.02,0.0,0.0,2004,2000
MLB SlugFest Loaded,XB,Microsoft,Sports,Midway Games,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2004,2000
Test Drive: Eve of Destruction,XB,Microsoft,Racing,Atari,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2004,2000
Trivial Pursuit unhinged,XB,Microsoft,Misc,Atari,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2004,2000
World Soccer Winning Eleven 8 International,XB,Microsoft,Sports,Konami Digital Entertainment,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2004,2000
Yourself Fitness,XB,Microsoft,Sports,responDESIGN,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2004,2000
Fullmetal Alchemist: Dual Sympathy,DS,Nintendo,Role-Playing,Empire Interactive,Unknown,,0.09,0.05,0.04,0.0,0.0,0.0,2005,2000
Scooby-Doo! Unmasked,DS,Nintendo,Platform,THQ,Unknown,,0.09,0.07,0.0,0.02,0.0,0.01,2005,2000
SD Gundam G Generation DS,DS,Nintendo,Role-Playing,Namco Bandai Games,Unknown,,0.09,0.0,0.09,0.0,0.0,0.0,2005,2000
Sega Casino,DS,Nintendo,Misc,Sega,Unknown,,0.09,0.08,0.0,0.0,0.0,0.01,2005,2000
Snood 2: On Vacation,DS,Nintendo,Puzzle,Zoo Digital Publishing,Unknown,,0.09,0.09,0.0,0.0,0.0,0.01,2005,2000
Tak: The Great Juju Challenge,DS,Nintendo,Platform,THQ,Unknown,,0.09,0.09,0.0,0.0,0.0,0.01,2005,2000
2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,Nintendo,Platform,Activision,Unknown,,0.09,0.06,0.0,0.02,0.0,0.0,2005,2000
Barbie and the Magic of Pegasus,GBA,Nintendo,Action,Vivendi Games,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2005,2000
Bleach GC: Tasogare Ni Mamieru Shinigami,GC,Nintendo,Fighting,Sega,Unknown,,0.09,0.0,0.08,0.0,0.0,0.0,2005,2000
Digimon World 4,GC,Nintendo,Role-Playing,Namco Bandai Games,Unknown,,0.09,0.07,0.0,0.02,0.0,0.0,2005,2000
